match_id,set_num,rally,ball_round,stroke_type,frame_num,status,clip_name,details,reason
1,1,1,2.0,Clear,11582.0,success,01_set1_rally1_ball2_Clear.mp4,51 frames,
1,1,2,3.0,Smash,11921.0,success,01_set1_rally2_ball3_Smash.mp4,51 frames,
1,1,3,4.0,Smash,12362.0,success,01_set1_rally3_ball4_Smash.mp4,51 frames,
1,1,3,18.0,Clear,12702.0,success,01_set1_rally3_ball18_Clear.mp4,51 frames,
1,1,3,19.0,Clear,12735.0,success,01_set1_rally3_ball19_Clear.mp4,51 frames,
1,1,3,23.0,Clear,12847.0,success,01_set1_rally3_ball23_Clear.mp4,51 frames,
1,1,3,24.0,Smash,12875.0,success,01_set1_rally3_ball24_Smash.mp4,51 frames,
1,1,5,5.0,Smash,14001.0,success,01_set1_rally5_ball5_Smash.mp4,51 frames,
1,1,5,7.0,Clear,14044.0,success,01_set1_rally5_ball7_Clear.mp4,51 frames,
1,1,5,8.0,Smash,14070.0,success,01_set1_rally5_ball8_Smash.mp4,51 frames,
1,1,5,11.0,Clear,14136.0,success,01_set1_rally5_ball11_Clear.mp4,51 frames,
1,1,9,8.0,Clear,16427.0,success,01_set1_rally9_ball8_Clear.mp4,51 frames,
1,1,9,12.0,Clear,16535.0,success,01_set1_rally9_ball12_Clear.mp4,51 frames,
1,1,9,18.0,Clear,16690.0,success,01_set1_rally9_ball18_Clear.mp4,51 frames,
1,1,9,22.0,Smash,16799.0,success,01_set1_rally9_ball22_Smash.mp4,51 frames,
1,1,11,8.0,Clear,18160.0,success,01_set1_rally11_ball8_Clear.mp4,51 frames,
1,1,11,19.0,Clear,18415.0,success,01_set1_rally11_ball19_Clear.mp4,51 frames,
1,1,11,20.0,Clear,18442.0,success,01_set1_rally11_ball20_Clear.mp4,51 frames,
1,1,11,25.0,Clear,18560.0,success,01_set1_rally11_ball25_Clear.mp4,51 frames,
1,1,11,26.0,Clear,18592.0,success,01_set1_rally11_ball26_Clear.mp4,51 frames,
1,1,11,30.0,Clear,18716.0,success,01_set1_rally11_ball30_Clear.mp4,51 frames,
1,1,11,31.0,Clear,18746.0,success,01_set1_rally11_ball31_Clear.mp4,51 frames,
1,1,11,35.0,Clear,18854.0,success,01_set1_rally11_ball35_Clear.mp4,51 frames,
1,1,11,36.0,Clear,18888.0,success,01_set1_rally11_ball36_Clear.mp4,51 frames,
1,1,11,37.0,Clear,18925.0,success,01_set1_rally11_ball37_Clear.mp4,51 frames,
1,1,11,38.0,Clear,18962.0,success,01_set1_rally11_ball38_Clear.mp4,51 frames,
1,1,11,39.0,Clear,18990.0,success,01_set1_rally11_ball39_Clear.mp4,51 frames,
1,1,11,40.0,Clear,19025.0,success,01_set1_rally11_ball40_Clear.mp4,51 frames,
1,1,12,3.0,Clear,19619.0,success,01_set1_rally12_ball3_Clear.mp4,51 frames,
1,1,12,7.0,Clear,19724.0,success,01_set1_rally12_ball7_Clear.mp4,51 frames,
1,1,12,15.0,Clear,19930.0,success,01_set1_rally12_ball15_Clear.mp4,51 frames,
1,1,12,16.0,Clear,19969.0,success,01_set1_rally12_ball16_Clear.mp4,51 frames,
1,1,12,20.0,Clear,20069.0,success,01_set1_rally12_ball20_Clear.mp4,51 frames,
1,1,12,21.0,Clear,20100.0,success,01_set1_rally12_ball21_Clear.mp4,51 frames,
1,1,12,22.0,Clear,20131.0,success,01_set1_rally12_ball22_Clear.mp4,51 frames,
1,1,13,3.0,Clear,21054.0,success,01_set1_rally13_ball3_Clear.mp4,51 frames,
1,1,13,6.0,Smash,21135.0,success,01_set1_rally13_ball6_Smash.mp4,51 frames,
1,1,13,9.0,Clear,21202.0,success,01_set1_rally13_ball9_Clear.mp4,51 frames,
1,1,13,16.0,Clear,21394.0,success,01_set1_rally13_ball16_Clear.mp4,51 frames,
1,1,13,19.0,Clear,21484.0,success,01_set1_rally13_ball19_Clear.mp4,51 frames,
1,1,13,20.0,Clear,21515.0,success,01_set1_rally13_ball20_Clear.mp4,51 frames,
1,1,13,21.0,Clear,21550.0,success,01_set1_rally13_ball21_Clear.mp4,51 frames,
1,1,13,22.0,Clear,21585.0,success,01_set1_rally13_ball22_Clear.mp4,51 frames,
1,1,13,33.0,Smash,21912.0,success,01_set1_rally13_ball33_Smash.mp4,51 frames,
1,1,13,36.0,Clear,21983.0,success,01_set1_rally13_ball36_Clear.mp4,51 frames,
1,1,13,37.0,Clear,22017.0,success,01_set1_rally13_ball37_Clear.mp4,51 frames,
1,1,13,38.0,Clear,22048.0,success,01_set1_rally13_ball38_Clear.mp4,51 frames,
1,1,13,39.0,Smash,22080.0,success,01_set1_rally13_ball39_Smash.mp4,51 frames,
1,1,14,5.0,Smash,23166.0,success,01_set1_rally14_ball5_Smash.mp4,51 frames,
1,1,14,8.0,Clear,23224.0,success,01_set1_rally14_ball8_Clear.mp4,51 frames,
1,1,14,9.0,Clear,23254.0,success,01_set1_rally14_ball9_Clear.mp4,51 frames,
1,1,14,13.0,Clear,23378.0,success,01_set1_rally14_ball13_Clear.mp4,51 frames,
1,1,15,3.0,Clear,23890.0,success,01_set1_rally15_ball3_Clear.mp4,51 frames,
1,1,15,4.0,Clear,23917.0,success,01_set1_rally15_ball4_Clear.mp4,51 frames,
1,1,15,8.0,Clear,24043.0,success,01_set1_rally15_ball8_Clear.mp4,51 frames,
1,1,15,14.0,Smash,24197.0,success,01_set1_rally15_ball14_Smash.mp4,51 frames,
1,1,15,18.0,Smash,24312.0,success,01_set1_rally15_ball18_Smash.mp4,51 frames,
1,1,16,8.0,Clear,25154.0,success,01_set1_rally16_ball8_Clear.mp4,51 frames,
1,1,16,12.0,Clear,25280.0,success,01_set1_rally16_ball12_Clear.mp4,51 frames,
1,1,16,13.0,Clear,25320.0,success,01_set1_rally16_ball13_Clear.mp4,51 frames,
1,1,16,14.0,Clear,25352.0,success,01_set1_rally16_ball14_Clear.mp4,51 frames,
1,1,16,17.0,Clear,25424.0,success,01_set1_rally16_ball17_Clear.mp4,51 frames,
1,1,16,22.0,Smash,25570.0,success,01_set1_rally16_ball22_Smash.mp4,51 frames,
1,1,16,27.0,Clear,25668.0,success,01_set1_rally16_ball27_Clear.mp4,51 frames,
1,1,16,28.0,Smash,25695.0,success,01_set1_rally16_ball28_Smash.mp4,51 frames,
1,1,16,32.0,Clear,25804.0,success,01_set1_rally16_ball32_Clear.mp4,51 frames,
1,1,17,3.0,Clear,27440.0,success,01_set1_rally17_ball3_Clear.mp4,51 frames,
1,1,17,8.0,Clear,27560.0,success,01_set1_rally17_ball8_Clear.mp4,51 frames,
1,1,17,15.0,Smash,27728.0,success,01_set1_rally17_ball15_Smash.mp4,51 frames,
1,1,18,3.0,Clear,28288.0,success,01_set1_rally18_ball3_Clear.mp4,51 frames,
1,1,18,8.0,Smash,28392.0,success,01_set1_rally18_ball8_Smash.mp4,51 frames,
1,1,18,11.0,Clear,28446.0,success,01_set1_rally18_ball11_Clear.mp4,51 frames,
1,1,18,12.0,Clear,28471.0,success,01_set1_rally18_ball12_Clear.mp4,51 frames,
1,1,18,13.0,Clear,28498.0,success,01_set1_rally18_ball13_Clear.mp4,51 frames,
1,1,18,17.0,Clear,28621.0,success,01_set1_rally18_ball17_Clear.mp4,51 frames,
1,1,19,2.0,Smash,29167.0,success,01_set1_rally19_ball2_Smash.mp4,51 frames,
1,1,19,4.0,Clear,29208.0,success,01_set1_rally19_ball4_Clear.mp4,51 frames,
1,1,19,5.0,Clear,29239.0,success,01_set1_rally19_ball5_Clear.mp4,51 frames,
1,1,19,6.0,Clear,29266.0,success,01_set1_rally19_ball6_Clear.mp4,51 frames,
1,1,19,7.0,Clear,29296.0,success,01_set1_rally19_ball7_Clear.mp4,51 frames,
1,1,20,2.0,Clear,31420.0,success,01_set1_rally20_ball2_Clear.mp4,51 frames,
1,1,20,3.0,Smash,31450.0,success,01_set1_rally20_ball3_Smash.mp4,51 frames,
1,1,21,5.0,Smash,31828.0,success,01_set1_rally21_ball5_Smash.mp4,51 frames,
1,1,22,10.0,Clear,32533.0,success,01_set1_rally22_ball10_Clear.mp4,51 frames,
1,1,22,11.0,Smash,32556.0,success,01_set1_rally22_ball11_Smash.mp4,51 frames,
1,1,23,4.0,Clear,33074.0,success,01_set1_rally23_ball4_Clear.mp4,51 frames,
1,1,24,3.0,Clear,33646.0,success,01_set1_rally24_ball3_Clear.mp4,51 frames,
1,1,24,4.0,Smash,33672.0,success,01_set1_rally24_ball4_Smash.mp4,51 frames,
1,1,24,7.0,Clear,33737.0,success,01_set1_rally24_ball7_Clear.mp4,51 frames,
1,1,24,8.0,Smash,33760.0,success,01_set1_rally24_ball8_Smash.mp4,51 frames,
1,1,24,11.0,Clear,33831.0,success,01_set1_rally24_ball11_Clear.mp4,51 frames,
1,1,24,12.0,Clear,33861.0,success,01_set1_rally24_ball12_Clear.mp4,51 frames,
1,1,24,13.0,Clear,33887.0,success,01_set1_rally24_ball13_Clear.mp4,51 frames,
1,1,24,14.0,Clear,33919.0,success,01_set1_rally24_ball14_Clear.mp4,51 frames,
1,1,24,17.0,Clear,33998.0,success,01_set1_rally24_ball17_Clear.mp4,51 frames,
1,1,25,11.0,Smash,35145.0,success,01_set1_rally25_ball11_Smash.mp4,51 frames,
1,1,25,16.0,Smash,35231.0,success,01_set1_rally25_ball16_Smash.mp4,51 frames,
1,1,27,5.0,Smash,36666.0,success,01_set1_rally27_ball5_Smash.mp4,51 frames,
1,1,27,7.0,Smash,36701.0,success,01_set1_rally27_ball7_Smash.mp4,51 frames,
1,1,27,10.0,Clear,36764.0,success,01_set1_rally27_ball10_Clear.mp4,51 frames,
1,1,27,14.0,Clear,36872.0,success,01_set1_rally27_ball14_Clear.mp4,51 frames,
1,1,27,15.0,Clear,36899.0,success,01_set1_rally27_ball15_Clear.mp4,51 frames,
1,1,27,16.0,Clear,36933.0,success,01_set1_rally27_ball16_Clear.mp4,51 frames,
1,1,27,21.0,Clear,37070.0,success,01_set1_rally27_ball21_Clear.mp4,51 frames,
1,1,27,22.0,Smash,37107.0,success,01_set1_rally27_ball22_Smash.mp4,51 frames,
1,1,27,30.0,Clear,37345.0,success,01_set1_rally27_ball30_Clear.mp4,51 frames,
