clip_name,stroke_type,old_valid_pct,new_valid_pct,method,status
01_set1_rally1_ball2_Clear.mp4,Clear,45.09803921568628,76.47058823529412,fallback_low_threshold,fixed
01_set1_rally19_ball6_Clear.mp4,Clear,45.09803921568628,72.54901960784314,fallback_low_threshold,fixed
01_set1_rally30_ball17_Clear.mp4,Clear,49.01960784313725,70.58823529411765,fallback_low_threshold,fixed
01_set2_rally1_ball4_Smash.mp4,Smash,9.803921568627452,86.27450980392157,fallback_low_threshold,fixed
01_set2_rally10_ball11_Clear.mp4,Clear,3.92156862745098,43.13725490196079,ultra_low_threshold,partial
01_set3_rally29_ball8_Clear.mp4,Clear,37.25490196078432,86.27450980392157,fallback_low_threshold,fixed
01_set3_rally29_ball9_Smash.mp4,Smash,7.84313725490196,70.58823529411765,fallback_low_threshold,fixed
01_set3_rally30_ball18_Clear.mp4,Clear,0.0,74.50980392156863,fallback_low_threshold,fixed
01_set3_rally30_ball19_Smash.mp4,Smash,0.0,80.3921568627451,fallback_low_threshold,fixed
01_set3_rally31_ball5_Clear.mp4,Clear,49.01960784313725,90.19607843137256,fallback_low_threshold,fixed
01_set3_rally31_ball10_Clear.mp4,Clear,23.52941176470588,78.43137254901961,ultra_low_threshold,fixed
01_set3_rally37_ball5_Smash.mp4,Smash,11.76470588235294,82.35294117647058,ultra_low_threshold,fixed
01_set3_rally38_ball8_Smash.mp4,Smash,45.09803921568628,84.31372549019608,fallback_low_threshold,fixed
02_set2_rally9_ball21_Smash.mp4,Smash,37.25490196078432,68.62745098039215,fallback_low_threshold,fixed
02_set2_rally35_ball10_Smash.mp4,Smash,41.17647058823529,74.50980392156863,fallback_low_threshold,fixed
02_set2_rally37_ball6_Smash.mp4,Smash,43.13725490196079,86.27450980392157,fallback_low_threshold,fixed
05_set1_rally1_ball10_Clear.mp4,Clear,0.0,86.27450980392157,ultra_low_threshold,fixed
05_set1_rally6_ball26_Smash.mp4,Smash,0.0,84.31372549019608,fallback_low_threshold,fixed
05_set1_rally7_ball17_Clear.mp4,Clear,43.13725490196079,76.47058823529412,ultra_low_threshold,fixed
05_set1_rally7_ball21_Clear.mp4,Clear,41.17647058823529,58.82352941176471,fallback_low_threshold,fixed
05_set1_rally7_ball26_Clear.mp4,Clear,11.76470588235294,60.78431372549019,fallback_low_threshold,fixed
05_set1_rally11_ball5_Smash.mp4,Smash,3.92156862745098,100.0,fallback_low_threshold,fixed
05_set1_rally12_ball6_Smash.mp4,Smash,41.17647058823529,88.23529411764706,fallback_low_threshold,fixed
05_set1_rally12_ball21_Smash.mp4,Smash,0.0,98.0392156862745,fallback_low_threshold,fixed
05_set1_rally18_ball9_Clear.mp4,Clear,1.96078431372549,78.43137254901961,fallback_low_threshold,fixed
05_set1_rally18_ball13_Smash.mp4,Smash,3.92156862745098,72.54901960784314,fallback_low_threshold,fixed
05_set1_rally19_ball3_Clear.mp4,Clear,5.88235294117647,98.0392156862745,fallback_low_threshold,fixed
05_set1_rally20_ball12_Clear.mp4,Clear,0.0,82.35294117647058,fallback_low_threshold,fixed
05_set1_rally21_ball10_Smash.mp4,Smash,0.0,50.98039215686274,fallback_low_threshold,fixed
05_set1_rally21_ball12_Smash.mp4,Smash,0.0,80.3921568627451,fallback_low_threshold,fixed
05_set1_rally21_ball34_Clear.mp4,Clear,49.01960784313725,80.3921568627451,fallback_low_threshold,fixed
05_set1_rally23_ball5_Smash.mp4,Smash,39.21568627450981,68.62745098039215,fallback_low_threshold,fixed
05_set1_rally31_ball8_Clear.mp4,Clear,29.411764705882355,92.15686274509804,ultra_low_threshold,fixed
05_set1_rally31_ball18_Smash.mp4,Smash,0.0,70.58823529411765,fallback_low_threshold,fixed
05_set1_rally33_ball10_Clear.mp4,Clear,17.647058823529413,50.98039215686274,fallback_low_threshold,fixed
05_set2_rally4_ball11_Smash.mp4,Smash,9.803921568627452,70.58823529411765,fallback_low_threshold,fixed
05_set2_rally11_ball22_Clear.mp4,Clear,1.96078431372549,82.35294117647058,fallback_low_threshold,fixed
05_set2_rally16_ball4_Smash.mp4,Smash,5.88235294117647,100.0,fallback_low_threshold,fixed
05_set2_rally22_ball3_Clear.mp4,Clear,0.0,98.0392156862745,fallback_low_threshold,fixed
05_set2_rally24_ball3_Clear.mp4,Clear,27.450980392156865,70.58823529411765,fallback_low_threshold,fixed
05_set2_rally24_ball8_Clear.mp4,Clear,13.725490196078432,70.58823529411765,ultra_low_threshold,fixed
05_set2_rally24_ball9_Smash.mp4,Smash,0.0,72.54901960784314,fallback_low_threshold,fixed
05_set3_rally1_ball11_Smash.mp4,Smash,47.05882352941176,94.11764705882352,fallback_low_threshold,fixed
05_set3_rally3_ball22_Clear.mp4,Clear,43.13725490196079,66.66666666666666,fallback_low_threshold,fixed
05_set3_rally6_ball19_Clear.mp4,Clear,0.0,58.82352941176471,fallback_low_threshold,fixed
05_set3_rally6_ball20_Smash.mp4,Smash,19.607843137254903,82.35294117647058,fallback_low_threshold,fixed
05_set3_rally12_ball7_Smash.mp4,Smash,11.76470588235294,74.50980392156863,fallback_low_threshold,fixed
05_set3_rally13_ball5_Smash.mp4,Smash,47.05882352941176,78.43137254901961,fallback_low_threshold,fixed
05_set3_rally18_ball8_Clear.mp4,Clear,11.76470588235294,96.07843137254902,fallback_low_threshold,fixed
05_set3_rally37_ball18_Clear.mp4,Clear,45.09803921568628,66.66666666666666,fallback_low_threshold,fixed
06_set3_rally20_ball7_Smash.mp4,Smash,0.0,23.52941176470588,fallback_low_threshold,partial
07_set2_rally7_ball4_Smash.mp4,Smash,49.01960784313725,80.3921568627451,fallback_low_threshold,fixed
07_set2_rally10_ball18_Clear.mp4,Clear,33.33333333333333,62.745098039215684,fallback_low_threshold,fixed
07_set2_rally11_ball4_Clear.mp4,Clear,47.05882352941176,100.0,fallback_low_threshold,fixed
07_set2_rally25_ball14_Clear.mp4,Clear,17.647058823529413,96.07843137254902,fallback_low_threshold,fixed
07_set2_rally27_ball13_Smash.mp4,Smash,45.09803921568628,74.50980392156863,fallback_low_threshold,fixed
08_set1_rally1_ball10_Smash.mp4,Smash,0.0,50.98039215686274,ultra_low_threshold,fixed
08_set1_rally1_ball16_Clear.mp4,Clear,0.0,45.09803921568628,ultra_low_threshold,partial
08_set1_rally1_ball19_Smash.mp4,Smash,0.0,52.94117647058824,ultra_low_threshold,fixed
08_set1_rally2_ball5_Smash.mp4,Smash,0.0,43.13725490196079,ultra_low_threshold,partial
08_set1_rally2_ball9_Clear.mp4,Clear,0.0,66.66666666666666,fallback_low_threshold,fixed
08_set1_rally2_ball10_Smash.mp4,Smash,0.0,70.58823529411765,ultra_low_threshold,fixed
08_set1_rally2_ball19_Smash.mp4,Smash,5.88235294117647,92.15686274509804,fallback_low_threshold,fixed
08_set1_rally5_ball4_Clear.mp4,Clear,0.0,25.49019607843137,ultra_low_threshold,partial
08_set1_rally7_ball5_Clear.mp4,Clear,0.0,54.90196078431373,ultra_low_threshold,fixed
08_set1_rally7_ball6_Smash.mp4,Smash,0.0,45.09803921568628,ultra_low_threshold,partial
08_set1_rally9_ball7_Smash.mp4,Smash,0.0,98.0392156862745,ultra_low_threshold,fixed
08_set1_rally11_ball7_Clear.mp4,Clear,0.0,68.62745098039215,fallback_low_threshold,fixed
08_set1_rally11_ball8_Clear.mp4,Clear,0.0,94.11764705882352,ultra_low_threshold,fixed
08_set1_rally11_ball9_Clear.mp4,Clear,0.0,64.70588235294117,fallback_low_threshold,fixed
08_set1_rally11_ball13_Clear.mp4,Clear,0.0,29.411764705882355,ultra_low_threshold,partial
08_set1_rally11_ball14_Clear.mp4,Clear,0.0,49.01960784313725,ultra_low_threshold,partial
